v,s,i,dim,label,code
wcde-v1,1,sexratio,year,2055,21
wcde-v1,1,sexratio,year,2060,22
wcde-v1,1,sexratio,year,2065,23
wcde-v1,1,sexratio,year,2070,24
wcde-v1,1,sexratio,year,2075,25
wcde-v1,1,sexratio,year,2080,26
wcde-v1,1,sexratio,year,2085,27
wcde-v1,1,sexratio,year,2090,28
wcde-v1,1,sexratio,year,2095,29
wcde-v1,1,sexratio,year,2100,30
wcde-v1,1,tdr,age,All,0
wcde-v1,1,tdr,edu,Total,0
wcde-v1,1,tdr,sex,Both,0
wcde-v1,1,tdr,year,1970,4
wcde-v1,1,tdr,year,1975,5
wcde-v1,1,tdr,year,1980,6
wcde-v1,1,tdr,year,1985,7
wcde-v1,1,tdr,year,1990,8
wcde-v1,1,tdr,year,1995,9
wcde-v1,1,tdr,year,2000,10
wcde-v1,1,tdr,year,2005,11
wcde-v1,1,tdr,year,2010,12
wcde-v1,1,tdr,year,2015,13
wcde-v1,1,tdr,year,2020,14
wcde-v1,1,tdr,year,2025,15
wcde-v1,1,tdr,year,2030,16
wcde-v1,1,tdr,year,2035,17
wcde-v1,1,tdr,year,2040,18
wcde-v1,1,tdr,year,2045,19
wcde-v1,1,tdr,year,2050,20
wcde-v1,1,tdr,year,2055,21
wcde-v1,1,tdr,year,2060,22
wcde-v1,1,tdr,year,2065,23
wcde-v1,1,tdr,year,2070,24
wcde-v1,1,tdr,year,2075,25
wcde-v1,1,tdr,year,2080,26
wcde-v1,1,tdr,year,2085,27
wcde-v1,1,tdr,year,2090,28
wcde-v1,1,tdr,year,2095,29
wcde-v1,1,tdr,year,2100,30
wcde-v1,1,tfr,age,All,0
wcde-v1,1,tfr,edu,Total,0
wcde-v1,1,tfr,sex,Both,0
wcde-v1,1,tfr,year,1970,4
wcde-v1,1,tfr,sex,Female,2
wcde-v1,1,tfr,year,1975,5
wcde-v1,1,tfr,year,1980,6
wcde-v1,1,tfr,year,1985,7
wcde-v1,1,tfr,year,1990,8
wcde-v1,1,tfr,year,1995,9
wcde-v1,1,tfr,year,2000,10
wcde-v1,1,tfr,year,2005,11
wcde-v1,1,tfr,year,2010,12
wcde-v1,1,tfr,year,2015,13
wcde-v1,1,tfr,year,2020,14
wcde-v1,1,tfr,year,2025,15
wcde-v1,1,tfr,year,2030,16
wcde-v1,1,tfr,year,2035,17
wcde-v1,1,tfr,year,2040,18
wcde-v1,1,tfr,year,2045,19
wcde-v1,1,tfr,year,2050,20
wcde-v1,1,tfr,year,2055,21
wcde-v1,1,tfr,year,2060,22
wcde-v1,1,tfr,year,2065,23
wcde-v1,1,tfr,year,2070,24
wcde-v1,1,tfr,year,2075,25
wcde-v1,1,tfr,year,2080,26
wcde-v1,1,tfr,year,2085,27
wcde-v1,1,tfr,year,2090,28
wcde-v1,1,tfr,year,2095,29
wcde-v1,1,ydr,age,All,0
wcde-v1,1,ydr,edu,Total,0
wcde-v1,1,ydr,sex,Both,0
wcde-v1,1,ydr,year,1970,4
wcde-v1,1,ydr,year,1975,5
wcde-v1,1,ydr,year,1980,6
wcde-v1,1,ydr,year,1985,7
wcde-v1,1,ydr,year,1990,8
wcde-v1,1,ydr,year,1995,9
wcde-v1,1,ydr,year,2000,10
wcde-v1,1,ydr,year,2005,11
wcde-v1,1,ydr,year,2010,12
wcde-v1,1,ydr,year,2015,13
wcde-v1,1,ydr,year,2020,14
wcde-v1,1,ydr,year,2025,15
wcde-v1,1,ydr,year,2030,16
wcde-v1,1,ydr,year,2035,17
wcde-v1,1,ydr,year,2040,18
wcde-v1,1,ydr,year,2045,19
wcde-v1,1,ydr,year,2050,20
wcde-v1,1,ydr,year,2055,21
wcde-v1,1,ydr,year,2060,22
wcde-v1,1,ydr,year,2065,23
wcde-v1,1,ydr,year,2070,24
wcde-v1,1,ydr,year,2075,25
wcde-v1,1,ydr,year,2080,26
wcde-v1,1,ydr,year,2085,27
wcde-v1,1,ydr,year,2090,28
wcde-v1,1,ydr,year,2095,29
wcde-v1,1,ydr,year,2100,30
wcde-v1,2,asfr,age,15--19,4
wcde-v1,2,asfr,edu,Total,0
wcde-v1,2,asfr,sex,Both,0
wcde-v1,2,asfr,year,1995,9
wcde-v1,2,asfr,age,20--24,5
wcde-v1,2,asfr,age,25--29,6
wcde-v1,2,asfr,age,30--34,7
wcde-v1,2,asfr,age,35--39,8
wcde-v1,2,asfr,age,40--44,9
wcde-v1,2,asfr,age,45--49,10
wcde-v1,2,asfr,sex,Female,2
wcde-v1,2,asfr,year,2000,10
wcde-v1,2,asfr,year,2005,11
wcde-v1,2,asfr,year,2010,12
wcde-v1,2,asfr,year,2015,13
wcde-v1,2,asfr,year,2020,14
wcde-v1,2,asfr,year,2025,15
wcde-v1,2,asfr,year,2030,16
wcde-v1,2,asfr,year,2035,17
wcde-v1,2,asfr,year,2040,18
wcde-v1,2,asfr,year,2045,19
wcde-v1,2,asfr,year,2050,20
wcde-v1,2,asfr,year,2055,21
wcde-v1,2,asfr,year,2060,22
wcde-v1,2,asfr,year,2065,23
wcde-v1,2,asfr,year,2070,24
wcde-v1,2,asfr,year,2075,25
wcde-v1,2,asfr,year,2080,26
wcde-v1,2,asfr,year,2085,27
wcde-v1,2,asfr,year,2090,28
wcde-v1,2,asfr,year,2095,29
wcde-v1,2,assr,age,Newborn,0
wcde-v1,2,assr,edu,Total,0
wcde-v1,2,assr,sex,Both,0
wcde-v1,2,assr,year,2010,12
wcde-v1,2,assr,age,0--4,1
wcde-v1,2,assr,age,5--9,2
wcde-v1,2,assr,age,10--14,3
wcde-v1,2,assr,age,15--19,4
wcde-v1,2,assr,age,20--24,5
wcde-v1,2,assr,age,25--29,6
wcde-v1,2,assr,age,30--34,7
wcde-v1,2,assr,age,35--39,8
wcde-v1,2,assr,age,40--44,9
wcde-v1,2,assr,age,45--49,10
wcde-v1,2,assr,age,50--54,11
wcde-v1,2,assr,age,55--59,12
wcde-v1,2,assr,age,60--64,13
wcde-v1,2,assr,age,65--69,14
wcde-v1,2,assr,age,70--74,15
wcde-v1,2,assr,age,75--79,16
wcde-v1,2,assr,age,80--84,17
wcde-v1,2,assr,age,85--89,18
wcde-v1,2,assr,age,90--94,19
wcde-v1,2,assr,age,95--99,20
wcde-v1,2,assr,age,100+,21
wcde-v1,2,assr,sex,Male,1
wcde-v1,2,assr,sex,Female,2
wcde-v1,2,assr,year,2015,13
wcde-v1,2,assr,year,2020,14
wcde-v1,2,assr,year,2025,15
wcde-v1,2,assr,year,2030,16
wcde-v1,2,assr,year,2035,17
wcde-v1,2,assr,year,2040,18
wcde-v1,2,assr,year,2045,19
wcde-v1,2,assr,year,2050,20
wcde-v1,2,assr,year,2055,21
wcde-v1,2,assr,year,2060,22
wcde-v1,2,assr,year,2065,23
wcde-v1,2,assr,year,2070,24
wcde-v1,2,assr,year,2075,25
wcde-v1,2,assr,year,2080,26
wcde-v1,2,assr,year,2085,27
wcde-v1,2,assr,year,2090,28
wcde-v1,2,assr,year,2095,29
wcde-v1,2,bmys,age,All,0
wcde-v1,2,bmys,edu,Total,0
wcde-v1,2,bmys,sex,Both,0
wcde-v1,2,bmys,year,1970,4
wcde-v1,2,bmys,age,0--14,1
wcde-v1,2,bmys,age,0--19,2
wcde-v1,2,bmys,age,15+,3
wcde-v1,2,bmys,age,25+,4
wcde-v1,2,bmys,age,20--39,5
wcde-v1,2,bmys,age,40--64,6
wcde-v1,2,bmys,age,60+,7
wcde-v1,2,bmys,age,65+,8
wcde-v1,2,bmys,age,80+,9
wcde-v1,2,bmys,age,20--64,10
wcde-v1,2,bmys,sex,Male,1
wcde-v1,2,bmys,sex,Female,2
wcde-v1,2,bmys,year,1975,5
wcde-v1,2,bmys,year,1980,6
wcde-v1,2,bmys,year,1985,7
wcde-v1,2,bmys,year,1990,8
wcde-v1,2,bmys,year,1995,9
wcde-v1,2,bmys,year,2000,10
wcde-v1,2,bmys,year,2005,11
wcde-v1,2,bmys,year,2010,12
wcde-v1,2,bmys,year,2015,13
wcde-v1,2,bmys,year,2020,14
wcde-v1,2,bmys,year,2025,15
wcde-v1,2,bmys,year,2030,16
wcde-v1,2,bmys,year,2035,17
wcde-v1,2,bmys,year,2040,18
wcde-v1,2,bmys,year,2045,19
wcde-v1,2,bmys,year,2050,20
wcde-v1,2,bmys,year,2055,21
wcde-v1,2,bmys,year,2060,22
wcde-v1,2,bmys,year,2065,23
wcde-v1,2,bmys,year,2070,24
wcde-v1,2,bmys,year,2075,25
wcde-v1,2,bmys,year,2080,26
wcde-v1,2,bmys,year,2085,27
wcde-v1,2,bmys,year,2090,28
wcde-v1,2,bmys,year,2095,29
wcde-v1,2,bmys,year,2100,30
wcde-v1,2,bpop,age,All,0
wcde-v1,2,bpop,edu,Total,0
wcde-v1,2,bpop,sex,Both,0
wcde-v1,2,bpop,year,1970,4
wcde-v1,2,bpop,age,0--14,1
wcde-v1,2,bpop,age,0--19,2
wcde-v1,2,bpop,age,15+,3
wcde-v1,2,bpop,age,25+,4
wcde-v1,2,bpop,age,20--39,5
wcde-v1,2,bpop,age,40--64,6
wcde-v1,2,bpop,age,60+,7
wcde-v1,2,bpop,age,65+,8
wcde-v1,2,bpop,age,80+,9
wcde-v1,2,bpop,age,20--64,10
wcde-v1,2,bpop,sex,Male,1
wcde-v1,2,bpop,sex,Female,2
wcde-v1,2,bpop,year,1975,5
wcde-v1,2,bpop,year,1980,6
wcde-v1,2,bpop,year,1985,7
wcde-v1,2,bpop,year,1990,8
wcde-v1,2,bpop,year,1995,9
wcde-v1,2,bpop,year,2000,10
wcde-v1,2,bpop,year,2005,11
wcde-v1,2,bpop,year,2010,12
wcde-v1,2,bpop,year,2015,13
wcde-v1,2,bpop,year,2020,14
wcde-v1,2,bpop,year,2025,15
wcde-v1,2,bpop,year,2030,16
wcde-v1,2,bpop,year,2035,17
wcde-v1,2,bpop,year,2040,18
wcde-v1,2,bpop,year,2045,19
wcde-v1,2,bpop,year,2050,20
wcde-v1,2,bpop,year,2055,21
wcde-v1,2,bpop,year,2060,22
wcde-v1,2,bpop,year,2065,23
wcde-v1,2,bpop,year,2070,24
wcde-v1,2,bpop,year,2075,25
wcde-v1,2,bpop,year,2080,26
wcde-v1,2,bpop,year,2085,27
wcde-v1,2,bpop,year,2090,28
wcde-v1,2,bpop,year,2095,29
wcde-v1,2,bpop,year,2100,30
wcde-v1,2,cbr,age,All,0
wcde-v1,2,cbr,edu,Total,0
wcde-v1,2,cbr,sex,Both,0
wcde-v1,2,cbr,year,1970,4
wcde-v1,2,cbr,year,1975,5
wcde-v1,2,cbr,year,1980,6
wcde-v1,2,cbr,year,1985,7
wcde-v1,2,cbr,year,1990,8
wcde-v1,2,cbr,year,1995,9
wcde-v1,2,cbr,year,2000,10
wcde-v1,2,cbr,year,2005,11
wcde-v1,2,cbr,year,2010,12
wcde-v1,2,cbr,year,2015,13
wcde-v1,2,cbr,year,2020,14
wcde-v1,2,cbr,year,2025,15
wcde-v1,2,cbr,year,2030,16
wcde-v1,2,cbr,year,2035,17
wcde-v1,2,cbr,year,2040,18
wcde-v1,2,cbr,year,2045,19
wcde-v1,2,cbr,year,2050,20
wcde-v1,2,cbr,year,2055,21
wcde-v1,2,cbr,year,2060,22
wcde-v1,2,cbr,year,2065,23
wcde-v1,2,cbr,year,2070,24
wcde-v1,2,cbr,year,2075,25
wcde-v1,2,cbr,year,2080,26
wcde-v1,2,cbr,year,2085,27
wcde-v1,2,cbr,year,2090,28
wcde-v1,2,cbr,year,2095,29
wcde-v1,2,cdr,age,All,0
wcde-v1,2,cdr,edu,Total,0
wcde-v1,2,cdr,sex,Both,0
wcde-v1,2,cdr,year,1970,4
wcde-v1,2,cdr,year,1975,5
wcde-v1,2,cdr,year,1980,6
wcde-v1,2,cdr,year,1985,7
wcde-v1,2,cdr,year,1990,8
wcde-v1,2,cdr,year,1995,9
wcde-v1,2,cdr,year,2000,10
wcde-v1,2,cdr,year,2005,11
wcde-v1,2,cdr,year,2010,12
wcde-v1,2,cdr,year,2015,13
wcde-v1,2,cdr,year,2020,14
wcde-v1,2,cdr,year,2025,15
wcde-v1,2,cdr,year,2030,16
wcde-v1,2,cdr,year,2035,17
wcde-v1,2,cdr,year,2040,18
wcde-v1,2,cdr,year,2045,19
wcde-v1,2,cdr,year,2050,20
wcde-v1,2,cdr,year,2055,21
wcde-v1,2,cdr,year,2060,22
wcde-v1,2,cdr,year,2065,23
wcde-v1,2,cdr,year,2070,24
wcde-v1,2,cdr,year,2075,25
wcde-v1,2,cdr,year,2080,26
wcde-v1,2,cdr,year,2085,27
wcde-v1,2,cdr,year,2090,28
wcde-v1,2,cdr,year,2095,29
wcde-v1,2,e0,age,All,0
wcde-v1,2,e0,edu,Total,0
wcde-v1,2,e0,sex,Both,0
wcde-v1,2,e0,year,1970,4
wcde-v1,2,e0,sex,Male,1
wcde-v1,2,e0,sex,Female,2
wcde-v1,2,e0,year,1975,5
wcde-v1,2,e0,year,1980,6
wcde-v1,2,e0,year,1985,7
wcde-v1,2,e0,year,1990,8
wcde-v1,2,e0,year,1995,9
wcde-v1,2,e0,year,2000,10
wcde-v1,2,e0,year,2005,11
wcde-v1,2,e0,year,2010,12
wcde-v1,2,e0,year,2015,13
wcde-v1,2,e0,year,2020,14
wcde-v1,2,e0,year,2025,15
wcde-v1,2,e0,year,2030,16
wcde-v1,2,e0,year,2035,17
wcde-v1,2,e0,year,2040,18
wcde-v1,2,e0,year,2045,19
wcde-v1,2,e0,year,2050,20
wcde-v1,2,e0,year,2055,21
wcde-v1,2,e0,year,2060,22
wcde-v1,2,e0,year,2065,23
wcde-v1,2,e0,year,2070,24
wcde-v1,2,e0,year,2075,25
wcde-v1,2,e0,year,2080,26
wcde-v1,2,e0,year,2085,27
wcde-v1,2,e0,year,2090,28
wcde-v1,2,e0,year,2095,29
wcde-v1,2,eassr,age,Newborn,0
wcde-v1,2,eassr,edu,Total,0
wcde-v1,2,eassr,sex,Both,0
wcde-v1,2,eassr,year,2010,12
wcde-v1,2,eassr,edu,Under 15,1
wcde-v1,2,eassr,age,0--4,1
wcde-v1,2,eassr,age,5--9,2
wcde-v1,2,eassr,age,10--14,3
wcde-v1,2,eassr,age,15--19,4
wcde-v1,2,eassr,edu,No Education,2
wcde-v1,2,eassr,edu,Incomplete Primary,3
wcde-v1,2,eassr,edu,Primary,4
wcde-v1,2,eassr,edu,Lower Secondary,5
wcde-v1,2,eassr,edu,Upper Secondary,6
wcde-v1,2,eassr,edu,Post Secondary,7
wcde-v1,2,eassr,age,20--24,5
wcde-v1,2,eassr,age,25--29,6
wcde-v1,2,eassr,age,30--34,7
wcde-v1,2,eassr,age,35--39,8
wcde-v1,2,eassr,age,40--44,9
wcde-v1,2,eassr,age,45--49,10
wcde-v1,2,eassr,age,50--54,11
wcde-v1,2,eassr,age,55--59,12
wcde-v1,2,eassr,age,60--64,13
wcde-v1,2,eassr,age,65--69,14
wcde-v1,2,eassr,age,70--74,15
wcde-v1,2,eassr,age,75--79,16
wcde-v1,2,eassr,age,80--84,17
wcde-v1,2,eassr,age,85--89,18
wcde-v1,2,eassr,age,90--94,19
wcde-v1,2,eassr,age,95--99,20
wcde-v1,2,eassr,age,100+,21
wcde-v1,2,eassr,sex,Male,1
wcde-v1,2,eassr,sex,Female,2
wcde-v1,2,eassr,year,2015,13
wcde-v1,2,eassr,year,2020,14
wcde-v1,2,eassr,year,2025,15
wcde-v1,2,eassr,year,2030,16
wcde-v1,2,eassr,year,2035,17
wcde-v1,2,eassr,year,2040,18
wcde-v1,2,eassr,year,2045,19
wcde-v1,2,eassr,year,2050,20
wcde-v1,2,eassr,year,2055,21
wcde-v1,2,eassr,year,2060,22
wcde-v1,2,eassr,year,2065,23
wcde-v1,2,eassr,year,2070,24
wcde-v1,2,eassr,year,2075,25
wcde-v1,2,eassr,year,2080,26
wcde-v1,2,eassr,year,2085,27
wcde-v1,2,eassr,year,2090,28
wcde-v1,2,eassr,year,2095,29
wcde-v1,2,epop,age,All,0
wcde-v1,2,epop,edu,Total,0
wcde-v1,2,epop,sex,Both,0
wcde-v1,2,epop,year,1970,4
wcde-v1,2,epop,edu,Under 15,1
wcde-v1,2,epop,edu,No Education,2
wcde-v1,2,epop,edu,Incomplete Primary,3
wcde-v1,2,epop,edu,Primary,4
wcde-v1,2,epop,edu,Lower Secondary,5
wcde-v1,2,epop,edu,Upper Secondary,6
wcde-v1,2,epop,edu,Post Secondary,7
wcde-v1,2,epop,age,0--4,1
wcde-v1,2,epop,age,5--9,2
wcde-v1,2,epop,age,10--14,3
wcde-v1,2,epop,age,15--19,4
wcde-v1,2,epop,age,20--24,5
wcde-v1,2,epop,age,25--29,6
wcde-v1,2,epop,age,30--34,7
wcde-v1,2,epop,age,35--39,8
wcde-v1,2,epop,age,40--44,9
wcde-v1,2,epop,age,45--49,10
wcde-v1,2,epop,age,50--54,11
wcde-v1,2,epop,age,55--59,12
wcde-v1,2,epop,age,60--64,13
wcde-v1,2,epop,age,65--69,14
wcde-v1,2,epop,age,70--74,15
wcde-v1,2,epop,age,75--79,16
wcde-v1,2,epop,age,80--84,17
wcde-v1,2,epop,age,85--89,18
wcde-v1,2,epop,age,90--94,19
wcde-v1,2,epop,age,95--99,20
wcde-v1,2,epop,age,100+,21
wcde-v1,2,epop,sex,Male,1
wcde-v1,2,epop,sex,Female,2
wcde-v1,2,epop,year,1975,5
wcde-v1,2,epop,year,1980,6
wcde-v1,2,epop,year,1985,7
wcde-v1,2,epop,year,1990,8
wcde-v1,2,epop,year,1995,9
wcde-v1,2,epop,year,2000,10
wcde-v1,2,epop,year,2005,11
wcde-v1,2,epop,year,2010,12
wcde-v1,2,epop,year,2015,13
wcde-v1,2,epop,year,2020,14
wcde-v1,2,epop,year,2025,15
wcde-v1,2,epop,year,2030,16
wcde-v1,2,epop,year,2035,17
wcde-v1,2,epop,year,2040,18
wcde-v1,2,epop,year,2045,19
wcde-v1,2,epop,year,2050,20
wcde-v1,2,epop,year,2055,21
wcde-v1,2,epop,year,2060,22
wcde-v1,2,epop,year,2065,23
wcde-v1,2,epop,year,2070,24
wcde-v1,2,epop,year,2075,25
wcde-v1,2,epop,year,2080,26
wcde-v1,2,epop,year,2085,27
wcde-v1,2,epop,year,2090,28
wcde-v1,2,epop,year,2095,29
wcde-v1,2,epop,year,2100,30
wcde-v1,2,etfr,age,All,0
wcde-v1,2,etfr,edu,Total,0
wcde-v1,2,etfr,sex,Both,0
wcde-v1,2,etfr,year,2010,12
wcde-v1,2,etfr,edu,No Education,2
wcde-v1,2,etfr,edu,Incomplete Primary,3
wcde-v1,2,etfr,edu,Primary,4
wcde-v1,2,etfr,edu,Lower Secondary,5
wcde-v1,2,etfr,edu,Upper Secondary,6
wcde-v1,2,etfr,edu,Post Secondary,7
wcde-v1,2,etfr,sex,Female,2
wcde-v1,2,etfr,year,2015,13
wcde-v1,2,etfr,year,2020,14
wcde-v1,2,etfr,year,2025,15
wcde-v1,2,etfr,year,2030,16
wcde-v1,2,etfr,year,2035,17
wcde-v1,2,etfr,year,2040,18
wcde-v1,2,etfr,year,2045,19
wcde-v1,2,etfr,year,2050,20
wcde-v1,2,etfr,year,2055,21
wcde-v1,2,etfr,year,2060,22
wcde-v1,2,etfr,year,2065,23
wcde-v1,2,etfr,year,2070,24
wcde-v1,2,etfr,year,2075,25
wcde-v1,2,etfr,year,2080,26
wcde-v1,2,etfr,year,2085,27
wcde-v1,2,etfr,year,2090,28
wcde-v1,2,etfr,year,2095,29
wcde-v1,2,growth,age,All,0
wcde-v1,2,growth,edu,Total,0
wcde-v1,2,growth,sex,Both,0
wcde-v1,2,growth,year,1970,4
wcde-v1,2,growth,year,1975,5
wcde-v1,2,growth,year,1980,6
wcde-v1,2,growth,year,1985,7
wcde-v1,2,growth,year,1990,8
wcde-v1,2,growth,year,1995,9
wcde-v1,2,growth,year,2000,10
wcde-v1,2,growth,year,2005,11
wcde-v1,2,growth,year,2010,12
wcde-v1,2,growth,year,2015,13
wcde-v1,2,growth,year,2020,14
wcde-v1,2,growth,year,2025,15
wcde-v1,2,growth,year,2030,16
wcde-v1,2,growth,year,2035,17
wcde-v1,2,growth,year,2040,18
wcde-v1,2,growth,year,2045,19
wcde-v1,2,growth,year,2050,20
wcde-v1,2,growth,year,2055,21
wcde-v1,2,growth,year,2060,22
wcde-v1,2,growth,year,2065,23
wcde-v1,2,growth,year,2070,24
wcde-v1,2,growth,year,2075,25
wcde-v1,2,growth,year,2080,26
wcde-v1,2,growth,year,2085,27
wcde-v1,2,growth,year,2090,28
wcde-v1,2,growth,year,2095,29
wcde-v1,2,macb,age,All,0
wcde-v1,2,macb,edu,Total,0
wcde-v1,2,macb,sex,Both,0
wcde-v1,2,macb,year,2010,12
wcde-v1,2,macb,edu,No Education,2
wcde-v1,2,macb,edu,Incomplete Primary,3
wcde-v1,2,macb,edu,Primary,4
wcde-v1,2,macb,edu,Lower Secondary,5
wcde-v1,2,macb,edu,Upper Secondary,6
wcde-v1,2,macb,edu,Post Secondary,7
wcde-v1,2,macb,sex,Female,2
wcde-v1,2,macb,year,2015,13
wcde-v1,2,macb,year,2020,14
wcde-v1,2,macb,year,2025,15
wcde-v1,2,macb,year,2030,16
wcde-v1,2,macb,year,2035,17
wcde-v1,2,macb,year,2040,18
wcde-v1,2,macb,year,2045,19
wcde-v1,2,macb,year,2050,20
wcde-v1,2,macb,year,2055,21
wcde-v1,2,macb,year,2060,22
wcde-v1,2,macb,year,2065,23
wcde-v1,2,macb,year,2070,24
wcde-v1,2,macb,year,2075,25
wcde-v1,2,macb,year,2080,26
wcde-v1,2,macb,year,2085,27
wcde-v1,2,macb,year,2090,28
wcde-v1,2,macb,year,2095,29
wcde-v1,2,mage,age,All,0
wcde-v1,2,mage,edu,Total,0
wcde-v1,2,mage,sex,Both,0
wcde-v1,2,mage,year,1970,4
wcde-v1,2,mage,year,1975,5
wcde-v1,2,mage,year,1980,6
wcde-v1,2,mage,year,1985,7
wcde-v1,2,mage,year,1990,8
wcde-v1,2,mage,year,1995,9
wcde-v1,2,mage,year,2000,10
wcde-v1,2,mage,year,2005,11
wcde-v1,2,mage,year,2010,12
wcde-v1,2,mage,year,2015,13
wcde-v1,2,mage,year,2020,14
wcde-v1,2,mage,year,2025,15
wcde-v1,2,mage,year,2030,16
wcde-v1,2,mage,year,2035,17
wcde-v1,2,mage,year,2040,18
wcde-v1,2,mage,year,2045,19
wcde-v1,2,mage,year,2050,20
wcde-v1,2,mage,year,2055,21
wcde-v1,2,mage,year,2060,22
wcde-v1,2,mage,year,2065,23
wcde-v1,2,mage,year,2070,24
wcde-v1,2,mage,year,2075,25
wcde-v1,2,mage,year,2080,26
wcde-v1,2,mage,year,2085,27
wcde-v1,2,mage,year,2090,28
wcde-v1,2,mage,year,2095,29
wcde-v1,2,mys,age,All,0
wcde-v1,2,mys,edu,Total,0
wcde-v1,2,mys,sex,Both,0
wcde-v1,2,mys,year,1970,4
wcde-v1,2,mys,age,0--4,1
wcde-v1,2,mys,age,5--9,2
wcde-v1,2,mys,age,10--14,3
wcde-v1,2,mys,age,15--19,4
wcde-v1,2,mys,age,20--24,5
wcde-v1,2,mys,age,25--29,6
wcde-v1,2,mys,age,30--34,7
wcde-v1,2,mys,age,35--39,8
wcde-v1,2,mys,age,40--44,9
wcde-v1,2,mys,age,45--49,10
wcde-v1,2,mys,age,50--54,11
wcde-v1,2,mys,age,55--59,12
wcde-v1,2,mys,age,60--64,13
wcde-v1,2,mys,age,65--69,14
wcde-v1,2,mys,age,70--74,15
wcde-v1,2,mys,age,75--79,16
wcde-v1,2,mys,age,80--84,17
wcde-v1,2,mys,age,85--89,18
wcde-v1,2,mys,age,90--94,19
wcde-v1,2,mys,age,95--99,20
wcde-v1,2,mys,age,100+,21
wcde-v1,2,mys,sex,Male,1
wcde-v1,2,mys,sex,Female,2
wcde-v1,2,mys,year,1975,5
wcde-v1,2,mys,year,1980,6
wcde-v1,2,mys,year,1985,7
wcde-v1,2,mys,year,1990,8
wcde-v1,2,mys,year,1995,9
wcde-v1,2,mys,year,2000,10
wcde-v1,2,mys,year,2005,11
wcde-v1,2,mys,year,2010,12
wcde-v1,2,mys,year,2015,13
wcde-v1,2,mys,year,2020,14
wcde-v1,2,mys,year,2025,15
wcde-v1,2,mys,year,2030,16
wcde-v1,2,mys,year,2035,17
wcde-v1,2,mys,year,2040,18
wcde-v1,2,mys,year,2045,19
wcde-v1,2,mys,year,2050,20
wcde-v1,2,mys,year,2055,21
wcde-v1,2,mys,year,2060,22
wcde-v1,2,mys,year,2065,23
wcde-v1,2,mys,year,2070,24
wcde-v1,2,mys,year,2075,25
wcde-v1,2,mys,year,2080,26
wcde-v1,2,mys,year,2085,27
wcde-v1,2,mys,year,2090,28
wcde-v1,2,mys,year,2095,29
wcde-v1,2,mys,year,2100,30
wcde-v1,2,net,age,All,0
wcde-v1,2,net,edu,Total,0
wcde-v1,2,net,sex,Both,0
wcde-v1,2,net,year,1970,4
wcde-v1,2,net,year,1975,5
wcde-v1,2,net,year,1980,6
wcde-v1,2,net,year,1985,7
wcde-v1,2,net,year,1990,8
wcde-v1,2,net,age,0--4,1
wcde-v1,2,net,age,5--9,2
wcde-v1,2,net,age,10--14,3
wcde-v1,2,net,age,15--19,4
wcde-v1,2,net,age,20--24,5
wcde-v1,2,net,age,25--29,6
wcde-v1,2,net,age,30--34,7
wcde-v1,2,net,age,35--39,8
wcde-v1,2,net,age,40--44,9
wcde-v1,2,net,age,45--49,10
wcde-v1,2,net,age,50--54,11
wcde-v1,2,net,age,55--59,12
wcde-v1,2,net,age,60--64,13
wcde-v1,2,net,age,65--69,14
wcde-v1,2,net,age,70--74,15
wcde-v1,2,net,age,75--79,16
wcde-v1,2,net,age,80--84,17
wcde-v1,2,net,age,85--89,18
wcde-v1,2,net,age,90--94,19
wcde-v1,2,net,age,95--99,20
wcde-v1,2,net,age,100+,21
wcde-v1,2,net,sex,Male,1
wcde-v1,2,net,sex,Female,2
wcde-v1,2,net,year,1995,9
wcde-v1,2,net,year,2000,10
wcde-v1,2,net,year,2005,11
wcde-v1,2,net,year,2010,12
wcde-v1,2,net,year,2015,13
wcde-v1,2,net,year,2020,14
wcde-v1,2,net,year,2025,15
wcde-v1,2,net,year,2030,16
wcde-v1,2,net,year,2035,17
wcde-v1,2,net,year,2040,18
wcde-v1,2,net,year,2045,19
wcde-v1,2,net,year,2050,20
wcde-v1,2,net,year,2055,21
wcde-v1,2,net,year,2060,22
wcde-v1,2,net,year,2065,23
wcde-v1,2,net,year,2070,24
wcde-v1,2,net,year,2075,25
wcde-v1,2,net,year,2080,26
wcde-v1,2,net,year,2085,27
wcde-v1,2,net,year,2090,28
wcde-v1,2,net,year,2095,29
wcde-v1,2,nirate,age,All,0
wcde-v1,2,nirate,edu,Total,0
wcde-v1,2,nirate,sex,Both,0
wcde-v1,2,nirate,year,1970,4
wcde-v1,2,nirate,year,1975,5
wcde-v1,2,nirate,year,1980,6
wcde-v1,2,nirate,year,1985,7
wcde-v1,2,nirate,year,1990,8
wcde-v1,2,nirate,year,1995,9
wcde-v1,2,nirate,year,2000,10
wcde-v1,2,nirate,year,2005,11
wcde-v1,2,nirate,year,2010,12
wcde-v1,2,nirate,year,2015,13
wcde-v1,2,nirate,year,2020,14
wcde-v1,2,nirate,year,2025,15
wcde-v1,2,nirate,year,2030,16
wcde-v1,2,nirate,year,2035,17
wcde-v1,2,nirate,year,2040,18
wcde-v1,2,nirate,year,2045,19
wcde-v1,2,nirate,year,2050,20
wcde-v1,2,nirate,year,2055,21
wcde-v1,2,nirate,year,2060,22
wcde-v1,2,nirate,year,2065,23
wcde-v1,2,nirate,year,2070,24
wcde-v1,2,nirate,year,2075,25
